START DATE(UTC), END DATE(UTC), START TIME(LOCAL), END TIME(LOCAL), DURATION, NAME, LOCATION, NOTE
2017-12-28 07:35:50,2017-12-28 10:55:36,2017-12-28 02:35:50 EST,2017-12-28 05:55:36 EST,11986, Sleep, Home, 
2017-12-29 11:42:32,2017-12-29 15:41:40,2017-12-29 06:42:32 EST,2017-12-29 10:41:40 EST,14348, Sleep, Home, 
2017-12-29 15:43:00,2017-12-29 15:48:59,2017-12-29 10:43:00 EST,2017-12-29 10:48:59 EST,359, Home, Home, 
2017-12-30 07:56:40,2017-12-30 11:29:25,2017-12-30 02:56:40 EST,2017-12-30 06:29:25 EST,12765, Sleep, Home, 
2017-12-31 08:00:45,2017-12-31 15:24:21,2017-12-31 03:00:45 EST,2017-12-31 10:24:21 EST,26616, Sleep, Home, 
2018-01-01 08:24:26,2018-01-01 15:21:05,2018-01-01 03:24:26 EST,2018-01-01 10:21:05 EST,24999, Sleep, Home, 
2018-01-01 18:05:40,2018-01-02 16:51:37,2018-01-01 13:05:40 EST,2018-01-02 11:51:37 EST,81957, Home, Home, 
2018-01-02 08:15:05,2018-01-02 16:51:23,2018-01-02 03:15:05 EST,2018-01-02 11:51:23 EST,30978, Sleep, Home, 
2018-01-02 16:51:37,2018-01-03 12:53:20,2018-01-02 11:51:37 EST,2018-01-03 07:53:20 EST,72103, Home, Home, 
2018-01-03 06:32:03,2018-01-03 11:36:19,2018-01-03 01:32:03 EST,2018-01-03 06:36:19 EST,18256, Sleep, Home, 
2018-01-03 12:53:19,2018-01-03 13:16:25,2018-01-03 07:53:19 EST,2018-01-03 08:16:25 EST,1386, Commute to work, , 
2018-01-03 12:53:20,2018-01-03 13:14:30,2018-01-03 07:53:20 EST,2018-01-03 08:14:30 EST,1270, Transport, , 
2018-01-03 13:16:25,2018-01-03 20:02:25,2018-01-03 08:16:25 EST,2018-01-03 15:02:25 EST,24360, School, Rocky Hill School, 
2018-01-03 20:03:09,2018-01-03 20:07:45,2018-01-03 15:03:09 EST,2018-01-03 15:07:45 EST,276, Transport, , 
2018-01-03 20:07:46,2018-01-03 21:07:18,2018-01-03 15:07:46 EST,2018-01-03 16:07:18 EST,3572, Gym, Renegade Fitness, 
2018-01-03 21:07:18,2018-01-03 21:22:15,2018-01-03 16:07:18 EST,2018-01-03 16:22:15 EST,897, Transport, , 
2018-01-03 21:23:49,2018-01-08 12:33:07,2018-01-03 16:23:49 EST,2018-01-08 07:33:07 EST,400158, Home, Home, 
2018-01-04 07:55:35,2018-01-04 11:29:38,2018-01-04 02:55:35 EST,2018-01-04 06:29:38 EST,12843, Sleep, Home, 
2018-01-08 06:28:41,2018-01-08 11:30:18,2018-01-08 01:28:41 EST,2018-01-08 06:30:18 EST,18097, Sleep, Home, 
2018-01-08 12:33:06,2018-01-08 12:57:52,2018-01-08 07:33:06 EST,2018-01-08 07:57:52 EST,1486, Commute to work, , 
2018-01-08 12:33:07,2018-01-08 12:57:52,2018-01-08 07:33:07 EST,2018-01-08 07:57:52 EST,1485, Transport, , 
2018-01-08 12:57:52,2018-01-08 20:23:25,2018-01-08 07:57:52 EST,2018-01-08 15:23:25 EST,26733, School, Rocky Hill School, 
2018-01-08 20:23:26,2018-01-08 20:33:13,2018-01-08 15:23:26 EST,2018-01-08 15:33:13 EST,587, Transport, , 
2018-01-08 20:35:02,2018-01-08 21:46:54,2018-01-08 15:35:02 EST,2018-01-08 16:46:54 EST,4312, Gym, Renegade Fitness, 
2018-01-08 21:47:15,2018-01-08 22:02:29,2018-01-08 16:47:15 EST,2018-01-08 17:02:29 EST,914, Transport, , 
2018-01-08 22:02:29,2018-01-09 12:41:02,2018-01-08 17:02:29 EST,2018-01-09 07:41:02 EST,52713, Home, Home, 
2018-01-09 06:44:42,2018-01-09 11:45:19,2018-01-09 01:44:42 EST,2018-01-09 06:45:19 EST,18037, Sleep, Home, 
2018-01-09 12:41:01,2018-01-09 13:03:42,2018-01-09 07:41:01 EST,2018-01-09 08:03:42 EST,1361, Commute to work, , 
2018-01-09 12:41:02,2018-01-09 13:03:42,2018-01-09 07:41:02 EST,2018-01-09 08:03:42 EST,1360, Transport, , 
2018-01-09 13:03:42,2018-01-09 20:31:47,2018-01-09 08:03:42 EST,2018-01-09 15:31:47 EST,26885, School, Rocky Hill School, 
2018-01-09 20:31:46,2018-01-09 20:53:20,2018-01-09 15:31:46 EST,2018-01-09 15:53:20 EST,1294, Commute to home, , 
2018-01-09 20:31:47,2018-01-09 20:53:20,2018-01-09 15:31:47 EST,2018-01-09 15:53:20 EST,1293, Transport, , 
2018-01-09 20:53:20,2018-01-09 23:15:08,2018-01-09 15:53:20 EST,2018-01-09 18:15:08 EST,8508, Home, Home, 
2018-01-09 23:15:08,2018-01-09 23:20:12,2018-01-09 18:15:08 EST,2018-01-09 18:20:12 EST,304, Walk, , 
2018-01-09 23:20:13,2018-01-09 23:46:36,2018-01-09 18:20:13 EST,2018-01-09 18:46:36 EST,1583, Transport, , 
2018-01-09 23:46:36,2018-01-10 12:57:27,2018-01-09 18:46:36 EST,2018-01-10 07:57:27 EST,47451, Home, Home, 
2018-01-10 07:55:10,2018-01-10 12:01:32,2018-01-10 02:55:10 EST,2018-01-10 07:01:32 EST,14782, Sleep, Home, 
2018-01-10 12:57:26,2018-01-10 13:18:27,2018-01-10 07:57:26 EST,2018-01-10 08:18:27 EST,1261, Commute to work, , 
2018-01-10 12:57:27,2018-01-10 13:18:07,2018-01-10 07:57:27 EST,2018-01-10 08:18:07 EST,1240, Transport, , 
2018-01-10 13:18:27,2018-01-10 19:51:17,2018-01-10 08:18:27 EST,2018-01-10 14:51:17 EST,23570, School, Rocky Hill School, 
2018-01-10 19:51:17,2018-01-10 20:03:36,2018-01-10 14:51:17 EST,2018-01-10 15:03:36 EST,739, Transport, , 
2018-01-10 20:03:36,2018-01-10 20:10:45,2018-01-10 15:03:36 EST,2018-01-10 15:10:45 EST,429, Transport, , 
2018-01-10 20:11:07,2018-01-10 20:15:47,2018-01-10 15:11:07 EST,2018-01-10 15:15:47 EST,280, Transport, , 
2018-01-10 20:15:47,2018-01-10 20:26:04,2018-01-10 15:15:47 EST,2018-01-10 15:26:04 EST,617, Chillin, Toms, 
2018-01-10 20:26:18,2018-01-10 20:36:19,2018-01-10 15:26:18 EST,2018-01-10 15:36:19 EST,601, Transport, , 
2018-01-10 20:37:29,2018-01-10 21:43:30,2018-01-10 15:37:29 EST,2018-01-10 16:43:30 EST,3961, Gym, Renegade Fitness, 
2018-01-10 21:43:50,2018-01-10 21:58:52,2018-01-10 16:43:50 EST,2018-01-10 16:58:52 EST,902, Transport, , 
2018-01-10 21:59:50,2018-01-11 12:36:08,2018-01-10 16:59:50 EST,2018-01-11 07:36:08 EST,52578, Home, Home, 
2018-01-11 05:33:44,2018-01-11 11:43:20,2018-01-11 00:33:44 EST,2018-01-11 06:43:20 EST,22176, Sleep, Home, 
2018-01-11 12:36:07,2018-01-11 13:01:17,2018-01-11 07:36:07 EST,2018-01-11 08:01:17 EST,1510, Commute to work, , 
2018-01-11 12:36:08,2018-01-11 13:01:05,2018-01-11 07:36:08 EST,2018-01-11 08:01:05 EST,1497, Transport, , 
2018-01-11 13:01:17,2018-01-11 15:33:51,2018-01-11 08:01:17 EST,2018-01-11 10:33:51 EST,9154, School, Rocky Hill School, 
2018-01-11 16:11:41,2018-01-11 20:24:11,2018-01-11 11:11:41 EST,2018-01-11 15:24:11 EST,15150, School, Rocky Hill School, 
2018-01-11 20:24:13,2018-01-11 20:44:07,2018-01-11 15:24:13 EST,2018-01-11 15:44:07 EST,1194, Transport, , 
2018-01-11 20:44:07,2018-01-11 20:50:23,2018-01-11 15:44:07 EST,2018-01-11 15:50:23 EST,376, Chillin, Toms, 
2018-01-11 20:50:58,2018-01-11 21:00:08,2018-01-11 15:50:58 EST,2018-01-11 16:00:08 EST,550, Transport, , 
2018-01-11 21:01:05,2018-01-11 22:01:06,2018-01-11 16:01:05 EST,2018-01-11 17:01:06 EST,3601, Gym, Renegade Fitness, 
2018-01-11 22:01:33,2018-01-11 22:16:54,2018-01-11 17:01:33 EST,2018-01-11 17:16:54 EST,921, Transport, , 
2018-01-11 22:16:54,2018-01-12 12:46:20,2018-01-11 17:16:54 EST,2018-01-12 07:46:20 EST,52166, Home, Home, 
2018-01-12 08:45:28,2018-01-12 11:48:33,2018-01-12 03:45:28 EST,2018-01-12 06:48:33 EST,10985, Sleep, Home, 
2018-01-12 12:46:19,2018-01-12 13:08:06,2018-01-12 07:46:19 EST,2018-01-12 08:08:06 EST,1307, Commute to work, , 
2018-01-12 12:46:20,2018-01-12 13:07:43,2018-01-12 07:46:20 EST,2018-01-12 08:07:43 EST,1283, Transport, , 
2018-01-12 13:08:06,2018-01-12 20:03:50,2018-01-12 08:08:06 EST,2018-01-12 15:03:50 EST,24944, School, Rocky Hill School, 
2018-01-12 20:03:49,2018-01-12 20:25:30,2018-01-12 15:03:49 EST,2018-01-12 15:25:30 EST,1301, Commute to home, , 
2018-01-12 20:04:36,2018-01-12 20:24:39,2018-01-12 15:04:36 EST,2018-01-12 15:24:39 EST,1203, Transport, , 
2018-01-12 20:25:30,2018-01-12 20:30:31,2018-01-12 15:25:30 EST,2018-01-12 15:30:31 EST,301, Home, Home, 
2018-01-13 07:14:37,2018-01-13 15:42:07,2018-01-13 02:14:37 EST,2018-01-13 10:42:07 EST,30450, Sleep, , 
2018-01-13 15:42:39,2018-01-15 16:38:34,2018-01-13 10:42:39 EST,2018-01-15 11:38:34 EST,176155, Home, Home, 
2018-01-14 06:53:22,2018-01-14 11:46:59,2018-01-14 01:53:22 EST,2018-01-14 06:46:59 EST,17617, Sleep, Home, 
2018-01-15 07:50:39,2018-01-15 16:38:17,2018-01-15 02:50:39 EST,2018-01-15 11:38:17 EST,31658, Sleep, Home, 
2018-01-15 16:38:34,2018-01-16 12:44:24,2018-01-15 11:38:34 EST,2018-01-16 07:44:24 EST,72350, Home, Home, 
2018-01-16 07:32:32,2018-01-16 12:00:08,2018-01-16 02:32:32 EST,2018-01-16 07:00:08 EST,16056, Sleep, Home, 
2018-01-16 12:44:23,2018-01-16 13:06:32,2018-01-16 07:44:23 EST,2018-01-16 08:06:32 EST,1329, Commute to work, , 
2018-01-16 12:44:24,2018-01-16 13:05:40,2018-01-16 07:44:24 EST,2018-01-16 08:05:40 EST,1276, Transport, , 
2018-01-16 13:06:32,2018-01-16 21:18:51,2018-01-16 08:06:32 EST,2018-01-16 16:18:51 EST,29539, School, Rocky Hill School, 
2018-01-16 21:18:50,2018-01-16 21:50:07,2018-01-16 16:18:50 EST,2018-01-16 16:50:07 EST,1877, Commute to home, , 
2018-01-16 21:18:59,2018-01-16 21:24:29,2018-01-16 16:18:59 EST,2018-01-16 16:24:29 EST,330, Transport, , 
2018-01-16 21:24:29,2018-01-16 21:33:50,2018-01-16 16:24:29 EST,2018-01-16 16:33:50 EST,561, Shopping, Rite Aid, 
2018-01-16 21:33:50,2018-01-16 21:50:07,2018-01-16 16:33:50 EST,2018-01-16 16:50:07 EST,977, Transport, , 
2018-01-16 21:50:07,2018-01-17 13:01:41,2018-01-16 16:50:07 EST,2018-01-17 08:01:41 EST,54694, Home, Home, 
2018-01-17 07:45:43,2018-01-17 12:22:03,2018-01-17 02:45:43 EST,2018-01-17 07:22:03 EST,16580, Sleep, Home, 
2018-01-17 13:01:40,2018-01-17 13:22:52,2018-01-17 08:01:40 EST,2018-01-17 08:22:52 EST,1272, Commute to work, , 
2018-01-17 13:01:41,2018-01-17 13:22:52,2018-01-17 08:01:41 EST,2018-01-17 08:22:52 EST,1271, Transport, , 
2018-01-17 13:22:52,2018-01-17 20:05:11,2018-01-17 08:22:52 EST,2018-01-17 15:05:11 EST,24139, School, Rocky Hill School, 
2018-01-17 20:05:28,2018-01-17 20:10:12,2018-01-17 15:05:28 EST,2018-01-17 15:10:12 EST,284, Transport, , 
2018-01-17 20:10:12,2018-01-17 21:15:56,2018-01-17 15:10:12 EST,2018-01-17 16:15:56 EST,3944, Gym, Renegade Fitness, 
2018-01-17 21:15:59,2018-01-17 21:32:07,2018-01-17 16:15:59 EST,2018-01-17 16:32:07 EST,968, Transport, , 
2018-01-17 21:32:07,2018-01-18 12:51:06,2018-01-17 16:32:07 EST,2018-01-18 07:51:06 EST,55139, Home, Home, 
2018-01-18 08:35:24,2018-01-18 12:36:30,2018-01-18 03:35:24 EST,2018-01-18 07:36:30 EST,14466, Sleep, Home, 
2018-01-18 12:51:05,2018-01-18 13:13:08,2018-01-18 07:51:05 EST,2018-01-18 08:13:08 EST,1323, Commute to work, , 
2018-01-18 12:51:06,2018-01-18 13:12:30,2018-01-18 07:51:06 EST,2018-01-18 08:12:30 EST,1284, Transport, , 
2018-01-18 13:13:08,2018-01-18 21:39:23,2018-01-18 08:13:08 EST,2018-01-18 16:39:23 EST,30375, School, Rocky Hill School, 
2018-01-18 21:39:22,2018-01-18 22:06:52,2018-01-18 16:39:22 EST,2018-01-18 17:06:52 EST,1650, Commute to home, , 
2018-01-18 21:40:05,2018-01-18 21:49:47,2018-01-18 16:40:05 EST,2018-01-18 16:49:47 EST,582, Transport, , 
2018-01-18 21:49:47,2018-01-18 21:55:32,2018-01-18 16:49:47 EST,2018-01-18 16:55:32 EST,345, Transport, , 
2018-01-18 21:56:28,2018-01-18 22:06:52,2018-01-18 16:56:28 EST,2018-01-18 17:06:52 EST,624, Transport, , 
2018-01-18 22:06:52,2018-01-19 12:47:13,2018-01-18 17:06:52 EST,2018-01-19 07:47:13 EST,52821, Home, Home, 
2018-01-19 05:40:20,2018-01-19 06:03:21,2018-01-19 00:40:20 EST,2018-01-19 01:03:21 EST,1381, Sleep, Home, 
2018-01-19 06:04:37,2018-01-19 11:55:54,2018-01-19 01:04:37 EST,2018-01-19 06:55:54 EST,21077, Sleep, Home, 
2018-01-19 12:47:12,2018-01-19 13:10:08,2018-01-19 07:47:12 EST,2018-01-19 08:10:08 EST,1376, Commute to work, , 
2018-01-19 12:48:08,2018-01-19 13:08:10,2018-01-19 07:48:08 EST,2018-01-19 08:08:10 EST,1202, Transport, , 
2018-01-19 13:10:08,2018-01-19 19:50:35,2018-01-19 08:10:08 EST,2018-01-19 14:50:35 EST,24027, School, Rocky Hill School, 
2018-01-19 19:50:34,2018-01-19 20:12:12,2018-01-19 14:50:34 EST,2018-01-19 15:12:12 EST,1298, Commute to home, , 
2018-01-19 19:51:11,2018-01-19 20:12:12,2018-01-19 14:51:11 EST,2018-01-19 15:12:12 EST,1261, Transport, , 
2018-01-19 20:12:12,2018-01-21 16:49:35,2018-01-19 15:12:12 EST,2018-01-21 11:49:35 EST,160643, Home, Home, 
2018-01-21 07:28:31,2018-01-21 07:44:31,2018-01-21 02:28:31 EST,2018-01-21 02:44:31 EST,960, Sleep, Home, 
2018-01-21 07:45:08,2018-01-21 15:22:16,2018-01-21 02:45:08 EST,2018-01-21 10:22:16 EST,27428, Sleep, Home, 
2018-01-21 16:49:34,2018-01-21 17:11:13,2018-01-21 11:49:34 EST,2018-01-21 12:11:13 EST,1299, Commute to work, , 
2018-01-21 16:49:35,2018-01-21 17:10:13,2018-01-21 11:49:35 EST,2018-01-21 12:10:13 EST,1238, Transport, , 
2018-01-21 17:11:13,2018-01-21 19:07:18,2018-01-21 12:11:13 EST,2018-01-21 14:07:18 EST,6965, School, Rocky Hill School, 
2018-01-21 19:07:17,2018-01-21 19:24:39,2018-01-21 14:07:17 EST,2018-01-21 14:24:39 EST,1042, Commute to home, , 
2018-01-21 19:07:18,2018-01-21 19:24:39,2018-01-21 14:07:18 EST,2018-01-21 14:24:39 EST,1041, Transport, , 
2018-01-21 19:24:39,2018-01-22 12:46:43,2018-01-21 14:24:39 EST,2018-01-22 07:46:43 EST,62524, Home, Home, 
2018-01-22 07:15:54,2018-01-22 11:48:58,2018-01-22 02:15:54 EST,2018-01-22 06:48:58 EST,16384, Sleep, Home, 
2018-01-22 12:46:42,2018-01-22 13:08:37,2018-01-22 07:46:42 EST,2018-01-22 08:08:37 EST,1315, Commute to work, , 
2018-01-22 12:46:43,2018-01-22 12:51:16,2018-01-22 07:46:43 EST,2018-01-22 07:51:16 EST,273, Walk, , 
2018-01-22 12:51:17,2018-01-22 13:08:37,2018-01-22 07:51:17 EST,2018-01-22 08:08:37 EST,1040, Transport, , 
2018-01-22 13:08:37,2018-01-22 20:41:14,2018-01-22 08:08:37 EST,2018-01-22 15:41:14 EST,27157, School, Rocky Hill School, 
2018-01-22 20:41:13,2018-01-22 21:10:53,2018-01-22 15:41:13 EST,2018-01-22 16:10:53 EST,1780, Commute to home, , 
2018-01-22 20:41:53,2018-01-22 21:10:53,2018-01-22 15:41:53 EST,2018-01-22 16:10:53 EST,1740, Transport, , 
2018-01-22 21:10:53,2018-01-23 12:49:56,2018-01-22 16:10:53 EST,2018-01-23 07:49:56 EST,56343, Home, Home, 
2018-01-23 07:05:52,2018-01-23 12:02:17,2018-01-23 02:05:52 EST,2018-01-23 07:02:17 EST,17785, Sleep, Home, 
2018-01-23 12:49:55,2018-01-23 13:12:47,2018-01-23 07:49:55 EST,2018-01-23 08:12:47 EST,1372, Commute to work, , 
2018-01-23 12:49:56,2018-01-23 13:12:35,2018-01-23 07:49:56 EST,2018-01-23 08:12:35 EST,1359, Transport, , 
2018-01-23 13:12:47,2018-01-23 20:27:02,2018-01-23 08:12:47 EST,2018-01-23 15:27:02 EST,26055, School, Rocky Hill School, 
2018-01-23 20:27:01,2018-01-23 20:49:07,2018-01-23 15:27:01 EST,2018-01-23 15:49:07 EST,1326, Commute to home, , 
2018-01-23 20:27:02,2018-01-23 20:49:07,2018-01-23 15:27:02 EST,2018-01-23 15:49:07 EST,1325, Transport, , 
2018-01-23 20:49:07,2018-01-24 13:06:06,2018-01-23 15:49:07 EST,2018-01-24 08:06:06 EST,58619, Home, Home, 
2018-01-24 05:37:16,2018-01-24 12:26:33,2018-01-24 00:37:16 EST,2018-01-24 07:26:33 EST,24557, Sleep, Home, 
2018-01-24 13:06:05,2018-01-24 13:25:54,2018-01-24 08:06:05 EST,2018-01-24 08:25:54 EST,1189, Commute to work, , 
2018-01-24 13:06:06,2018-01-24 13:25:54,2018-01-24 08:06:06 EST,2018-01-24 08:25:54 EST,1188, Transport, , 
2018-01-24 13:25:54,2018-01-24 13:31:14,2018-01-24 08:25:54 EST,2018-01-24 08:31:14 EST,320, School, Rocky Hill School, 
2018-01-24 14:13:14,2018-01-24 14:19:16,2018-01-24 09:13:14 EST,2018-01-24 09:19:16 EST,362, Walk, , 
2018-01-24 14:19:16,2018-01-24 18:05:08,2018-01-24 09:19:16 EST,2018-01-24 13:05:08 EST,13552, School, Rocky Hill School, 
2018-01-24 18:05:08,2018-01-24 18:10:15,2018-01-24 13:05:08 EST,2018-01-24 13:10:15 EST,307, Walk, , 
2018-01-24 18:10:15,2018-01-24 19:46:37,2018-01-24 13:10:15 EST,2018-01-24 14:46:37 EST,5782, School, Rocky Hill School, 
2018-01-24 19:46:37,2018-01-24 20:04:09,2018-01-24 14:46:37 EST,2018-01-24 15:04:09 EST,1052, Walk, , 
2018-01-24 20:07:15,2018-01-24 21:12:04,2018-01-24 15:07:15 EST,2018-01-24 16:12:04 EST,3889, School, Rocky Hill School, 
2018-01-24 21:12:03,2018-01-24 21:34:26,2018-01-24 16:12:03 EST,2018-01-24 16:34:26 EST,1343, Commute to home, , 
2018-01-24 21:12:04,2018-01-24 21:32:15,2018-01-24 16:12:04 EST,2018-01-24 16:32:15 EST,1211, Transport, , 
2018-01-24 21:34:26,2018-01-25 12:41:44,2018-01-24 16:34:26 EST,2018-01-25 07:41:44 EST,54438, Home, Home, 
2018-01-25 06:52:06,2018-01-25 11:30:25,2018-01-25 01:52:06 EST,2018-01-25 06:30:25 EST,16699, Sleep, Home, 
2018-01-25 12:41:43,2018-01-25 13:04:16,2018-01-25 07:41:43 EST,2018-01-25 08:04:16 EST,1353, Commute to work, , 
2018-01-25 12:41:44,2018-01-25 13:04:16,2018-01-25 07:41:44 EST,2018-01-25 08:04:16 EST,1352, Transport, , 
2018-01-25 13:04:16,2018-01-25 20:31:57,2018-01-25 08:04:16 EST,2018-01-25 15:31:57 EST,26861, School, Rocky Hill School, 
2018-01-25 20:32:30,2018-01-25 20:38:16,2018-01-25 15:32:30 EST,2018-01-25 15:38:16 EST,346, Transport, , 
2018-01-25 20:38:16,2018-01-25 21:51:12,2018-01-25 15:38:16 EST,2018-01-25 16:51:12 EST,4376, Gym, Renegade Fitness, 
2018-01-25 21:51:22,2018-01-25 22:06:30,2018-01-25 16:51:22 EST,2018-01-25 17:06:30 EST,908, Transport, , 
2018-01-25 22:08:21,2018-01-26 12:48:50,2018-01-25 17:08:21 EST,2018-01-26 07:48:50 EST,52829, Home, Home, 
2018-01-26 07:21:55,2018-01-26 12:10:31,2018-01-26 02:21:55 EST,2018-01-26 07:10:31 EST,17316, Sleep, Home, 
2018-01-26 12:48:49,2018-01-26 13:10:09,2018-01-26 07:48:49 EST,2018-01-26 08:10:09 EST,1280, Commute to work, , 
2018-01-26 12:48:50,2018-01-26 13:09:26,2018-01-26 07:48:50 EST,2018-01-26 08:09:26 EST,1236, Transport, , 
2018-01-26 13:10:09,2018-01-26 18:28:17,2018-01-26 08:10:09 EST,2018-01-26 13:28:17 EST,19088, School, Rocky Hill School, 
2018-01-26 18:28:42,2018-01-26 18:54:12,2018-01-26 13:28:42 EST,2018-01-26 13:54:12 EST,1530, Transport, , 
2018-01-26 18:54:12,2018-01-26 20:17:00,2018-01-26 13:54:12 EST,2018-01-26 15:17:00 EST,4968, Chillin, Toms, 
2018-01-26 20:17:20,2018-01-26 20:27:59,2018-01-26 15:17:20 EST,2018-01-26 15:27:59 EST,639, Transport, , 
2018-01-26 20:27:59,2018-01-26 21:08:46,2018-01-26 15:27:59 EST,2018-01-26 16:08:46 EST,2447, Haircut, Sky's The Limit Barber Shop, 
2018-01-26 21:09:21,2018-01-26 21:16:29,2018-01-26 16:09:21 EST,2018-01-26 16:16:29 EST,428, Groceries, Shell, 
2018-01-26 21:16:58,2018-01-26 21:31:56,2018-01-26 16:16:58 EST,2018-01-26 16:31:56 EST,898, Transport, , 
2018-01-26 21:31:56,2018-01-26 23:21:43,2018-01-26 16:31:56 EST,2018-01-26 18:21:43 EST,6587, Chillin, Toms, 
2018-01-26 23:21:43,2018-01-26 23:27:56,2018-01-26 18:21:43 EST,2018-01-26 18:27:56 EST,373, Transport, , 
2018-01-26 23:27:56,2018-01-26 23:33:31,2018-01-26 18:27:56 EST,2018-01-26 18:33:31 EST,335, Transport, Dave's Gift Baskets, 
2018-01-26 23:33:31,2018-01-26 23:56:31,2018-01-26 18:33:31 EST,2018-01-26 18:56:31 EST,1380, Transport, , 
2018-01-26 23:56:31,2018-01-27 00:01:35,2018-01-26 18:56:31 EST,2018-01-26 19:01:35 EST,304, Home, Home, 
2018-01-27 03:08:28,2018-01-27 03:15:39,2018-01-26 22:08:28 EST,2018-01-26 22:15:39 EST,431, Walk, , 
2018-01-27 04:46:55,2018-01-27 20:42:45,2018-01-26 23:46:55 EST,2018-01-27 15:42:45 EST,57350, Home, Home, 
2018-01-27 07:19:55,2018-01-27 19:57:40,2018-01-27 02:19:55 EST,2018-01-27 14:57:40 EST,45465, Sleep, Home, 
2018-01-27 20:42:45,2018-01-27 23:46:29,2018-01-27 15:42:45 EST,2018-01-27 18:46:29 EST,11024, Home, Home, 
2018-01-27 23:46:29,2018-01-28 00:08:34,2018-01-27 18:46:29 EST,2018-01-27 19:08:34 EST,1325, Transport, , 
2018-01-28 00:08:34,2018-01-28 03:12:43,2018-01-27 19:08:34 EST,2018-01-27 22:12:43 EST,11049, Prom, Quidnessett Country Club, 
2018-01-28 03:13:10,2018-01-28 03:33:32,2018-01-27 22:13:10 EST,2018-01-27 22:33:32 EST,1222, Transport, , 
2018-01-28 03:35:55,2018-01-29 12:48:07,2018-01-27 22:35:55 EST,2018-01-29 07:48:07 EST,119532, Home, Home, 
2018-01-28 08:17:17,2018-01-28 15:46:08,2018-01-28 03:17:17 EST,2018-01-28 10:46:08 EST,26931, Sleep, Home, 
2018-01-29 07:49:29,2018-01-29 11:13:18,2018-01-29 02:49:29 EST,2018-01-29 06:13:18 EST,12229, Sleep, Home, 
2018-01-29 12:48:06,2018-01-29 13:10:16,2018-01-29 07:48:06 EST,2018-01-29 08:10:16 EST,1330, Commute to work, , 
2018-01-29 12:48:07,2018-01-29 13:09:28,2018-01-29 07:48:07 EST,2018-01-29 08:09:28 EST,1281, Transport, , 
2018-01-29 13:10:16,2018-01-29 22:51:23,2018-01-29 08:10:16 EST,2018-01-29 17:51:23 EST,34867, School, Rocky Hill School, 
2018-01-29 22:51:22,2018-01-29 23:13:17,2018-01-29 17:51:22 EST,2018-01-29 18:13:17 EST,1315, Commute to home, , 
2018-01-29 22:52:19,2018-01-29 23:13:17,2018-01-29 17:52:19 EST,2018-01-29 18:13:17 EST,1258, Transport, , 
2018-01-29 23:13:17,2018-01-30 13:37:57,2018-01-29 18:13:17 EST,2018-01-30 08:37:57 EST,51880, Home, Home, 
2018-01-30 07:28:48,2018-01-30 11:12:45,2018-01-30 02:28:48 EST,2018-01-30 06:12:45 EST,13437, Sleep, Home, 
2018-01-30 13:37:56,2018-01-30 14:09:02,2018-01-30 08:37:56 EST,2018-01-30 09:09:02 EST,1866, Commute to work, , 
2018-01-30 13:37:57,2018-01-30 13:41:42,2018-01-30 08:37:57 EST,2018-01-30 08:41:42 EST,225, Walk, , 
2018-01-30 13:41:43,2018-01-30 14:09:02,2018-01-30 08:41:43 EST,2018-01-30 09:09:02 EST,1639, Transport, , 
2018-01-30 14:09:02,2018-01-30 20:22:54,2018-01-30 09:09:02 EST,2018-01-30 15:22:54 EST,22432, School, Rocky Hill School, 
2018-01-30 20:22:53,2018-01-30 20:50:02,2018-01-30 15:22:53 EST,2018-01-30 15:50:02 EST,1629, Commute to home, , 
2018-01-30 20:22:54,2018-01-30 20:34:39,2018-01-30 15:22:54 EST,2018-01-30 15:34:39 EST,705, Walk, , 
2018-01-30 20:34:40,2018-01-30 20:50:02,2018-01-30 15:34:40 EST,2018-01-30 15:50:02 EST,922, Transport, , 
2018-01-30 20:50:02,2018-01-30 20:58:57,2018-01-30 15:50:02 EST,2018-01-30 15:58:57 EST,535, Home, Home, 
2018-01-31 08:19:05,2018-01-31 11:40:01,2018-01-31 03:19:05 EST,2018-01-31 06:40:01 EST,12056, Sleep, , 
2018-01-31 12:00:31,2018-01-31 12:48:58,2018-01-31 07:00:31 EST,2018-01-31 07:48:58 EST,2907, Home, Home, 
2018-01-31 12:48:57,2018-01-31 13:12:57,2018-01-31 07:48:57 EST,2018-01-31 08:12:57 EST,1440, Commute to work, , 
2018-01-31 12:48:58,2018-01-31 13:12:57,2018-01-31 07:48:58 EST,2018-01-31 08:12:57 EST,1439, Transport, , 
2018-01-31 13:12:57,2018-01-31 19:58:47,2018-01-31 08:12:57 EST,2018-01-31 14:58:47 EST,24350, School, Rocky Hill School, 
2018-01-31 19:59:09,2018-01-31 20:04:06,2018-01-31 14:59:09 EST,2018-01-31 15:04:06 EST,297, Transport, , 
2018-01-31 20:04:06,2018-01-31 21:23:28,2018-01-31 15:04:06 EST,2018-01-31 16:23:28 EST,4762, Gym, Renegade Fitness, 
2018-01-31 21:24:09,2018-01-31 21:39:10,2018-01-31 16:24:09 EST,2018-01-31 16:39:10 EST,901, Transport, , 
2018-01-31 21:39:52,2018-02-01 12:51:28,2018-01-31 16:39:52 EST,2018-02-01 07:51:28 EST,54696, Home, Home, 
2018-02-01 07:08:20,2018-02-01 11:32:04,2018-02-01 02:08:20 EST,2018-02-01 06:32:04 EST,15824, Sleep, Home, 
